0.98453,-0.175214
-0.948855,0.315712
0.999899,-0.0142353
-0.997907,0.0646713
-0.907694,0.419633
0.997179,-0.0750647
0.997795,0.0663684
-0.997907,0.0646713
0.96624,-0.257642
-0.948855,0.315712
0.96624,-0.257642
0.971289,-0.237902
-0.994923,-0.100644
0.98453,-0.175214
0.997179,-0.0750647
0.994036,0.109053
0.987037,0.160491
-0.994923,-0.100644
-0.909131,0.41651
-0.867731,0.497033
0.999291,-0.0376625
0.881859,-0.471514
-0.998109,-0.0614644
0.994331,0.106327
0.947906,0.318551
-0.909131,0.41651
-0.917816,-0.397007
0.972583,-0.232557
0.972583,-0.232557
-0.971909,0.235358
0.884809,-0.465954
-0.998109,-0.0614644
-0.919517,-0.393051
0.994331,0.106327
0.997746,0.0670988
0.979878,0.199596
0.901291,0.433215
0.999986,0.00537226
-0.881145,0.472846
-0.793149,0.609028
0.786841,-0.617155
0.992978,-0.118296
0.808156,-0.588969
0.500342,0.865828
0.987451,-0.157926
0.957349,0.288934
0.820396,0.571796
-0.818748,-0.574153
-0.881145,0.472846
-0.83068,-0.55675
0.977672,-0.210136
0.977672,-0.210136
-0.856979,0.515352
-0.938499,0.345282
-0.769431,0.63873
-0.998109,-0.0614644
0.987451,-0.157926
0.500342,0.865828
0.400012,0.91651
-0.919517,-0.393051
0.987451,-0.157926
0.99199,0.126314
0.989872,0.141963
0.964156,0.265337
-0.72128,-0.692644
0.900688,0.434466
0.956154,-0.292863
-0.83068,-0.55675
-0.865475,0.500953
-0.686139,0.72747
0.68169,-0.731641
0.702676,-0.71151
-0.999696,0.0246567
-0.655329,0.755344
0.510521,0.859866
0.454027,0.890988
0.983867,0.178903
0.949116,0.314928
-0.685917,-0.72768
-0.628801,-0.777567
0.385385,0.922756
-0.865475,0.500953
0.280618,0.959819
0.983857,-0.178956
0.983857,-0.178956
-0.825855,0.563882
-0.636956,0.7709
-0.92902,0.370031
-0.403039,0.915183
0.983867,0.178903
0.312184,0.950022
0.958971,0.283505
-0.947051,-0.321084
0.955064,0.2964
0.93425,0.356618
0.804127,0.594457
0.75779,0.652498
0.956256,0.292531
0.385385,0.922756
-0.99765,0.0685229
0.973987,-0.226602
-0.577614,0.81631
0.558737,-0.829345
0.567,-0.823718
-0.521618,0.853179
-0.995684,-0.0928135
-0.34231,0.939587
0.510644,0.859792
-0.633569,-0.773687
0.349414,0.936969
-0.753617,-0.657314
-0.836448,-0.548047
0.216119,0.976367
-0.685917,-0.72768
0.78946,0.613802
0.892359,0.451326
-0.99765,0.0685229
0.215503,0.976503
0.997424,-0.0717289
-0.467014,0.88425
0.499103,-0.866543
-0.803968,0.594672
-0.646848,0.762619
-0.222069,0.975031
0.587187,0.809451
-0.753617,-0.657314
0.1918,0.981434
-0.902016,-0.431702
-0.875131,-0.483885
0.741884,0.670528
-0.903138,-0.42935
-0.932248,-0.361819
0.78946,0.613802
0.816102,0.577908
0.806808,0.590814
-0.291253,-0.956646
0.581166,-0.813785
0.916779,-0.399395
-0.934705,0.355424
0.997424,-0.0717289
0.482491,-0.875901
-0.472553,0.881302
0.483505,-0.875342
-0.442074,0.896979
-0.323758,0.94614
-0.108555,0.99409
-0.571679,0.820478
-0.144736,0.98947
0.499174,0.866502
-0.766422,-0.642338
0.682133,0.731228
0.299181,0.954196
-0.836448,-0.548047
-0.823591,-0.567184
-0.932248,-0.361819
0.869269,0.49434
0.178447,0.98395
0.732767,0.68048
0.892359,0.451326
0.78946,0.613802
0.501034,0.865428
-0.291253,-0.956646
0.916779,-0.399395
0.183979,0.98293
0.916779,-0.399395
-0.934705,0.355424
0.973987,-0.226602
0.154971,0.987919
-0.921765,0.387748
-0.921765,0.387748
0.253919,-0.967225
-0.203964,0.978978
0.440696,0.897656
0.159952,0.987125
-0.471715,0.881751
0.0760152,0.997107
0.600795,0.799403
0.161269,0.98691
0.587295,0.809373
-0.893856,-0.448354
-0.875131,-0.483885
0.741884,0.670528
-0.185314,0.982679
-0.480515,0.876987
-0.916694,-0.39959
0.890954,0.454093
0.732767,0.68048
0.87893,0.476951
0.808586,0.588378
0.802524,-0.59662
0.999986,-0.0053658
0.948026,-0.318194
-0.962767,0.270333
-0.921765,0.387748
-0.364541,0.931187
0.435693,-0.900095
0.337604,-0.941288
-0.385625,0.922656
-0.310655,0.950523
-0.121809,0.992554
0.163197,0.986593
-0.552096,0.833781
0.184637,0.982807
0.400584,0.91626
0.791565,0.611085
0.845071,0.534655
0.679383,0.733784
0.173959,0.984753
0.883836,0.467797
-0.185314,0.982679
-0.916694,-0.39959
0.908617,0.417631
-0.0139244,0.999903
0.178447,0.98395
0.492683,0.870209
0.375387,0.926868
0.802524,-0.59662
0.32498,0.945721
0.999986,-0.0053658
0.114657,0.993405
0.13024,0.991483
-0.963144,0.268985
0.915631,0.402019
0.192118,-0.981372
0.362871,0.931839
0.228452,0.973555
0.278704,0.960377
-0.0427332,0.999087
-0.377003,0.926212
0.5833,0.812257
0.495549,0.86858
0.0716713,0.997428
-0.0910515,0.995846
-0.600475,-0.799644
-0.958231,-0.285996
-0.493787,0.869583
-0.542727,0.839909
0.858145,0.513408
0.89134,0.453336
0.492683,0.870209
0.988964,0.148155
0.909771,0.415112
0.222607,0.974908
0.994589,-0.103885
0.962707,-0.270547
0.915631,0.402019
-0.921765,0.387748
